Hash,State,County,Number of returns,Adjust gross income,Total income amount,Salaries and wages amount,State and local income taxes amount,Real estate taxes amount,Total taxes paid amount,Residential energy tax credit amount
Indiana LaPor,Indiana,LaPorte County,51730.0000,2850789.0000,2881918.0000,2025851.0000,17729.0000,7787.0000,15811.0000,147.0000
Indiana Lawre,Indiana,Lawrence County,21160.0000,1056103.0000,1065081.0000,777639.0000,4936.0000,1471.0000,4885.0000,49.0000
Indiana Madis,Indiana,Madison County,59420.0000,2970420.0000,2994996.0000,2103461.0000,14378.0000,4394.0000,13809.0000,144.0000
Indiana Mario,Indiana,Marion County,457540.0000,26325379.000,26620926.000,19508085.000,362203.0000,98908.0000,241515.0000,1167.0000
Indiana Marsh,Indiana,Marshall County,21990.0000,1185391.0000,1199184.0000,870811.0000,8002.0000,2399.0000,5710.0000,82.0000
Indiana Marti,Indiana,Martin County,4730.0000,241907.0000,244068.0000,173214.0000,653.0000,140.0000,732.0000,0.0000
Indiana Miami,Indiana,Miami County,15350.0000,711463.0000,717894.0000,526889.0000,2606.0000,438.0000,2607.0000,37.0000
Indiana Monro,Indiana,Monroe County,58030.0000,3900167.0000,3944129.0000,2515365.0000,45257.0000,13706.0000,31594.0000,650.0000
Indiana Montg,Indiana,Montgomery County,18030.0000,919134.0000,929920.0000,691981.0000,4474.0000,1034.0000,4034.0000,115.0000
Indiana Morga,Indiana,Morgan County,34190.0000,2040573.0000,2058865.0000,1513373.0000,16659.0000,3508.0000,14702.0000,310.0000
Indiana Newto,Indiana,Newton County,6690.0000,343834.0000,348036.0000,259134.0000,1544.0000,617.0000,1714.0000,0.0000
Indiana Noble,Indiana,Noble County,22400.0000,1169582.0000,1180282.0000,907265.0000,5150.0000,1590.0000,4519.0000,268.0000
Indiana Orang,Indiana,Orange County,8770.0000,383319.0000,387152.0000,289581.0000,1501.0000,399.0000,1417.0000,0.0000
Indiana Parke,Indiana,Parke County,6810.0000,342045.0000,345779.0000,223073.0000,1660.0000,261.0000,1427.0000,0.0000
Indiana Perry,Indiana,Perry County,8470.0000,420510.0000,424209.0000,309994.0000,1222.0000,318.0000,1165.0000,0.0000
Indiana Porte,Indiana,Porter County,84060.0000,6178416.0000,6242057.0000,4398488.0000,52850.0000,26529.0000,51382.0000,182.0000
Indiana Posey,Indiana,Posey County,12180.0000,811512.0000,819622.0000,564243.0000,4310.0000,998.0000,3328.0000,146.0000
Indiana Pulas,Indiana,Pulaski County,5880.0000,292789.0000,297022.0000,203436.0000,2108.0000,268.0000,1443.0000,0.0000
Indiana Putna,Indiana,Putnam County,16160.0000,858336.0000,867522.0000,652395.0000,4075.0000,971.0000,4151.0000,85.0000
Indiana Rando,Indiana,Randolph County,11450.0000,505874.0000,512077.0000,379718.0000,1487.0000,337.0000,1486.0000,0.0000
Indiana Riple,Indiana,Ripley County,13740.0000,781604.0000,789379.0000,567495.0000,5028.0000,974.0000,3341.0000,122.0000
Indiana St. J,Indiana,St. Joseph County,127170.0000,7619546.0000,7709856.0000,5455696.0000,83512.0000,24274.0000,53114.0000,375.0000
Indiana Scott,Indiana,Scott County,10620.0000,480163.0000,483450.0000,386231.0000,1936.0000,620.0000,1978.0000,0.0000
Indiana Shelb,Indiana,Shelby County,21580.0000,1212737.0000,1226717.0000,894982.0000,6945.0000,1778.0000,6239.0000,121.0000
Indiana Spenc,Indiana,Spencer County,9680.0000,542630.0000,548400.0000,398475.0000,2028.0000,407.0000,1651.0000,0.0000
Indiana Stark,Indiana,Starke County,10480.0000,499423.0000,503936.0000,370258.0000,1836.0000,621.0000,1903.0000,0.0000
Indiana Steub,Indiana,Steuben County,16510.0000,973248.0000,984517.0000,662798.0000,9172.0000,2545.0000,6594.0000,64.0000
Indiana Sulli,Indiana,Sullivan County,8660.0000,423434.0000,427170.0000,312979.0000,829.0000,262.0000,1076.0000,0.0000
Indiana Switz,Indiana,Switzerland County,4190.0000,208997.0000,210171.0000,156417.0000,611.0000,178.0000,723.0000,0.0000
Indiana Tippe,Indiana,Tippecanoe County,76220.0000,4937388.0000,4988003.0000,3526370.0000,43375.0000,11540.0000,32085.0000,273.0000
Indiana Tipto,Indiana,Tipton County,7580.0000,433349.0000,438379.0000,310670.0000,2583.0000,634.0000,2574.0000,68.0000
Indiana Union,Indiana,Union County,3390.0000,159699.0000,162065.0000,116499.0000,505.0000,115.0000,555.0000,0.0000
Indiana Vande,Indiana,Vanderburgh County,85940.0000,4931101.0000,4983321.0000,3442288.0000,37966.0000,11495.0000,27419.0000,289.0000
Indiana Vermi,Indiana,Vermillion County,7270.0000,343844.0000,346796.0000,249940.0000,723.0000,276.0000,849.0000,49.0000
Indiana Wabas,Indiana,Wabash County,14990.0000,861666.0000,870703.0000,545982.0000,10089.0000,936.0000,4297.0000,110.0000
Indiana Warre,Indiana,Warren County,3990.0000,229173.0000,232629.0000,162487.0000,904.0000,211.0000,946.0000,0.0000
Indiana Warri,Indiana,Warrick County,30480.0000,2395616.0000,2423735.0000,1649458.0000,21738.0000,6181.0000,15243.0000,182.0000
Indiana Washi,Indiana,Washington County,12590.0000,580231.0000,585765.0000,455098.0000,2521.0000,636.0000,2217.0000,19.0000
Indiana Wayne,Indiana,Wayne County,30050.0000,1435107.0000,1451578.0000,1035133.0000,8131.0000,2375.0000,6706.0000,143.0000
Indiana Wells,Indiana,Wells County,13300.0000,791341.0000,800732.0000,525770.0000,4913.0000,937.0000,3683.0000,101.0000
Indiana White,Indiana,White County,12110.0000,621027.0000,628785.0000,441134.0000,3155.0000,828.0000,2781.0000,0.0000
Indiana Whitl,Indiana,Whitley County,17000.0000,1022174.0000,1032290.0000,751251.0000,6600.0000,2055.0000,5270.0000,132.0000
Iowa Adair,Iowa,Adair County,3470.0000,175934.0000,180051.0000,124080.0000,456.0000,218.0000,686.0000,0.0000
Iowa Adams,Iowa,Adams County,1730.0000,84778.0000,86917.0000,58770.0000,304.0000,71.0000,251.0000,0.0000
Iowa Allam,Iowa,Allamakee County,6530.0000,311293.0000,318773.0000,226744.0000,1271.0000,603.0000,1567.0000,107.0000
Iowa Appan,Iowa,Appanoose County,5390.0000,243139.0000,246958.0000,174416.0000,702.0000,396.0000,993.0000,0.0000
Iowa Audub,Iowa,Audubon County,2730.0000,140170.0000,146098.0000,84960.0000,802.0000,198.0000,726.0000,0.0000
Iowa Bento,Iowa,Benton County,11790.0000,781322.0000,791994.0000,547996.0000,4265.0000,1939.0000,4683.0000,390.0000
Iowa Black,Iowa,Black Hawk County,58940.0000,3651096.0000,3694911.0000,2490374.0000,36413.0000,17115.0000,30337.0000,339.0000
Iowa Boone,Iowa,Boone County,12520.0000,807021.0000,817561.0000,562928.0000,6649.0000,2962.0000,5833.0000,104.0000
Iowa Breme,Iowa,Bremer County,11040.0000,797359.0000,808905.0000,525260.0000,6601.0000,3333.0000,6327.0000,0.0000
Iowa Bucha,Iowa,Buchanan County,9420.0000,570445.0000,579571.0000,385102.0000,2988.0000,1328.0000,3075.0000,0.0000
Iowa Buena,Iowa,Buena Vista County,9560.0000,573240.0000,585962.0000,373847.0000,3366.0000,1429.0000,2970.0000,39.0000
Iowa Butle,Iowa,Butler County,6630.0000,380360.0000,388723.0000,254415.0000,1872.0000,854.0000,2188.0000,0.0000
Iowa Calho,Iowa,Calhoun County,4440.0000,245271.0000,252824.0000,152939.0000,1001.0000,550.0000,1198.0000,0.0000
Iowa Carro,Iowa,Carroll County,9930.0000,624143.0000,639111.0000,396637.0000,5336.0000,1975.0000,4402.0000,210.0000
Iowa Cedar,Iowa,Cedar County,8860.0000,563412.0000,572043.0000,394543.0000,2751.0000,1408.0000,3238.0000,139.0000
Iowa Cerro,Iowa,Cerro Gordo County,20400.0000,1268605.0000,1287996.0000,847265.0000,12475.0000,5942.0000,10201.0000,72.0000
Iowa Chero,Iowa,Cherokee County,5590.0000,320842.0000,329298.0000,199780.0000,1640.0000,625.0000,1562.0000,0.0000
Iowa Chick,Iowa,Chickasaw County,5690.0000,334006.0000,341669.0000,221896.0000,1600.0000,590.0000,1430.0000,0.0000
Iowa Clark,Iowa,Clarke County,4350.0000,218106.0000,220944.0000,163709.0000,783.0000,492.0000,1134.0000,0.0000
Iowa Clayt,Iowa,Clayton County,8290.0000,412227.0000,421641.0000,296273.0000,2151.0000,924.0000,2259.0000,0.0000
Iowa Clint,Iowa,Clinton County,22050.0000,1207671.0000,1223089.0000,866015.0000,6730.0000,3469.0000,7398.0000,118.0000
Iowa Crawf,Iowa,Crawford County,7660.0000,413703.0000,421963.0000,287144.0000,2458.0000,883.0000,2131.0000,41.0000
Iowa Dalla,Iowa,Dallas County,44750.0000,4747144.0000,4800806.0000,3317947.0000,95108.0000,37923.0000,60268.0000,392.0000
Iowa Davis,Iowa,Davis County,3560.0000,173985.0000,176842.0000,120923.0000,992.0000,450.0000,1091.0000,0.0000
Iowa Decat,Iowa,Decatur County,3010.0000,147556.0000,149777.0000,98172.0000,1140.0000,291.0000,734.0000,0.0000
Iowa Delaw,Iowa,Delaware County,8160.0000,462959.0000,473847.0000,336189.0000,2525.0000,1195.0000,2776.0000,123.0000
Iowa Des M,Iowa,Des Moines County,18660.0000,1034790.0000,1047186.0000,703351.0000,8089.0000,3542.0000,6689.0000,92.0000
Iowa Dicki,Iowa,Dickinson County,8990.0000,666883.0000,683647.0000,359157.0000,8092.0000,5134.0000,7290.0000,0.0000
Iowa Dubuq,Iowa,Dubuque County,47480.0000,3205657.0000,3244884.0000,2122852.0000,40554.0000,13063.0000,22880.0000,555.0000
Iowa Emmet,Iowa,Emmet County,4290.0000,220044.0000,225979.0000,149829.0000,735.0000,397.0000,984.0000,0.0000
Iowa Fayet,Iowa,Fayette County,8750.0000,433815.0000,444804.0000,300827.0000,1663.0000,771.0000,1808.0000,141.0000
Iowa Floyd,Iowa,Floyd County,7260.0000,402102.0000,408951.0000,271088.0000,2449.0000,888.0000,2216.0000,0.0000
Iowa Frank,Iowa,Franklin County,4330.0000,246702.0000,253016.0000,157716.0000,1302.0000,511.0000,1405.0000,0.0000
Iowa Fremo,Iowa,Fremont County,3040.0000,177041.0000,180293.0000,117210.0000,647.0000,314.0000,875.0000,0.0000
Iowa Green,Iowa,Greene County,4120.0000,223294.0000,228532.0000,147804.0000,1130.0000,432.0000,1133.0000,0.0000
Iowa Grund,Iowa,Grundy County,5720.0000,405855.0000,413402.0000,261689.0000,3231.0000,1239.0000,2811.0000,0.0000
Iowa Guthr,Iowa,Guthrie County,5090.0000,334965.0000,340967.0000,210712.0000,3358.0000,1302.0000,2471.0000,0.0000
Iowa Hamil,Iowa,Hamilton County,6960.0000,410899.0000,422499.0000,280808.0000,3000.0000,1183.0000,2380.0000,0.0000
Iowa Hanco,Iowa,Hancock County,5040.0000,294413.0000,300854.0000,194959.0000,1659.0000,578.0000,1588.0000,0.0000
Iowa Hardi,Iowa,Hardin County,7710.0000,412278.0000,422201.0000,281981.0000,2262.0000,920.0000,2230.0000,0.0000
Iowa Harri,Iowa,Harrison County,6540.0000,389357.0000,395996.0000,280272.0000,2222.0000,824.0000,2207.0000,73.0000
Iowa Henry,Iowa,Henry County,8750.0000,478281.0000,486528.0000,332787.0000,3002.0000,1379.0000,2981.0000,0.0000
Iowa Howar,Iowa,Howard County,4480.0000,240892.0000,246420.0000,155301.0000,1033.0000,463.0000,1169.0000,0.0000
Iowa Humbo,Iowa,Humboldt County,4450.0000,284835.0000,291857.0000,178058.0000,2861.0000,778.0000,1702.0000,0.0000
Iowa Jacks,Iowa,Jackson County,9380.0000,495772.0000,505073.0000,365355.0000,2695.0000,1163.0000,2690.0000,0.0000
Iowa Jaspe,Iowa,Jasper County,16770.0000,990120.0000,1002866.0000,711524.0000,6066.0000,2894.0000,6485.0000,133.0000
Iowa Jeffe,Iowa,Jefferson County,7240.0000,378932.0000,387427.0000,242012.0000,4490.0000,2026.0000,3425.0000,86.0000
Iowa Johns,Iowa,Johnson County,66220.0000,5328198.0000,5395378.0000,3731912.0000,79863.0000,39996.0000,60827.0000,1310.0000
Iowa Jones,Iowa,Jones County,9020.0000,539948.0000,549059.0000,372627.0000,2979.0000,1258.0000,2852.0000,198.0000
Iowa Keoku,Iowa,Keokuk County,4490.0000,222284.0000,227076.0000,158541.0000,693.0000,218.0000,812.0000,0.0000
Iowa Kossu,Iowa,Kossuth County,7300.0000,440449.0000,453679.0000,266392.0000,3339.0000,1154.0000,2868.0000,0.0000
Iowa Louis,Iowa,Louisa County,5020.0000,270900.0000,274704.0000,194560.0000,1323.0000,456.0000,1247.0000,0.0000
Iowa Lucas,Iowa,Lucas County,3890.0000,196176.0000,198699.0000,139792.0000,1064.0000,355.0000,891.0000,0.0000
Iowa Madis,Iowa,Madison County,7460.0000,530008.0000,537489.0000,388983.0000,5535.0000,3019.0000,5498.0000,128.0000
Iowa Mahas,Iowa,Mahaska County,9600.0000,576133.0000,584422.0000,397823.0000,4455.0000,1455.0000,3431.0000,0.0000
Iowa Mario,Iowa,Marion County,14930.0000,1068197.0000,1080925.0000,728429.0000,10888.0000,4667.0000,9401.0000,0.0000
Iowa Marsh,Iowa,Marshall County,17850.0000,1023987.0000,1035659.0000,712687.0000,6835.0000,2865.0000,6142.0000,134.0000
Iowa Mills,Iowa,Mills County,6650.0000,469938.0000,476061.0000,330788.0000,4134.0000,2133.0000,4322.0000,0.0000
Iowa Mitch,Iowa,Mitchell County,4830.0000,275748.0000,283200.0000,182217.0000,1714.0000,549.0000,1548.0000,0.0000
Iowa Monon,Iowa,Monona County,4030.0000,214577.0000,219242.0000,142508.0000,1144.0000,349.0000,1042.0000,0.0000
Iowa Monro,Iowa,Monroe County,3430.0000,185691.0000,187708.0000,135966.0000,1378.0000,286.0000,723.0000,0.0000
Iowa Montg,Iowa,Montgomery County,4640.0000,246901.0000,252510.0000,161748.0000,923.0000,585.0000,1173.0000,0.0000
Iowa Musca,Iowa,Muscatine County,20450.0000,1200349.0000,1212356.0000,865332.0000,8662.0000,4065.0000,7974.0000,51.0000
Iowa O'Bri,Iowa,O'Brien County,6610.0000,404428.0000,415124.0000,250984.0000,3411.0000,1026.0000,2422.0000,0.0000
Iowa Osceo,Iowa,Osceola County,2870.0000,144416.0000,149755.0000,104747.0000,583.0000,223.0000,671.0000,0.0000
Iowa Palo ,Iowa,Palo Alto County,4150.0000,219268.0000,225446.0000,141951.0000,938.0000,541.0000,1185.0000,0.0000
Iowa Plymo,Iowa,Plymouth County,12230.0000,812150.0000,828580.0000,561459.0000,7038.0000,2703.0000,6012.0000,162.0000
Iowa Pocah,Iowa,Pocahontas County,3200.0000,174466.0000,180477.0000,109269.0000,465.0000,212.0000,650.0000,0.0000
Iowa Potta,Iowa,Pottawattamie County,42540.0000,2552473.0000,2579182.0000,1839975.0000,20019.0000,11712.0000,21682.0000,116.0000
Iowa Powes,Iowa,Poweshiek County,8190.0000,498505.0000,506975.0000,333453.0000,4600.0000,2026.0000,4253.0000,0.0000
Iowa Ringg,Iowa,Ringgold County,2050.0000,89754.0000,92538.0000,68581.0000,599.0000,291.0000,511.0000,0.0000
Iowa Scott,Iowa,Scott County,82080.0000,5954454.0000,6022941.0000,4120530.0000,83321.0000,36360.0000,57699.0000,211.0000
Iowa Shelb,Iowa,Shelby County,5700.0000,341601.0000,350322.0000,218246.0000,2218.0000,777.0000,2022.0000,0.0000
Iowa Sioux,Iowa,Sioux County,14520.0000,1040548.0000,1069993.0000,672871.0000,14743.0000,5209.0000,11323.0000,194.0000
Iowa Story,Iowa,Story County,37750.0000,2741802.0000,2775344.0000,1860577.0000,35732.0000,15821.0000,28515.0000,159.0000
Iowa Taylo,Iowa,Taylor County,2750.0000,121363.0000,124323.0000,90098.0000,510.0000,182.0000,588.0000,0.0000
Iowa Union,Iowa,Union County,5480.0000,275900.0000,280645.0000,192552.0000,1486.0000,774.0000,1548.0000,0.0000
Iowa Van B,Iowa,Van Buren County,3060.0000,151314.0000,154086.0000,97292.0000,1329.0000,404.0000,1068.0000,0.0000
Iowa Wapel,Iowa,Wapello County,15410.0000,765825.0000,773856.0000,574419.0000,3584.0000,1779.0000,3622.0000,216.0000
Iowa Warre,Iowa,Warren County,23880.0000,1788334.0000,1809461.0000,1331040.0000,21343.0000,11343.0000,19930.0000,210.0000
Iowa Washi,Iowa,Washington County,10300.0000,624218.0000,634425.0000,420416.0000,5368.0000,2355.0000,5062.0000,122.0000
Iowa Wayne,Iowa,Wayne County,2670.0000,103658.0000,106193.0000,84244.0000,356.0000,219.0000,489.0000,0.0000
Iowa Webst,Iowa,Webster County,16090.0000,895675.0000,910899.0000,620327.0000,6958.0000,2926.0000,5549.0000,0.0000
Iowa Woodb,Iowa,Woodbury County,47460.0000,2731024.0000,2762405.0000,1941983.0000,18755.0000,8721.0000,17643.0000,190.0000
Iowa Worth,Iowa,Worth County,3560.0000,191886.0000,196539.0000,126742.0000,502.0000,242.0000,707.0000,0.0000
Iowa Wrigh,Iowa,Wright County,5670.0000,308064.0000,315463.0000,199801.0000,1702.0000,697.0000,1779.0000,0.0000
Kansas Allen,Kansas,Allen County,5830.0000,253613.0000,256826.0000,185419.0000,1051.0000,506.0000,1323.0000,0.0000
Kansas Ander,Kansas,Anderson County,3520.0000,162524.0000,165686.0000,117150.0000,610.0000,303.0000,743.0000,0.0000
Kansas Atchi,Kansas,Atchison County,6850.0000,360314.0000,365304.0000,258877.0000,1951.0000,813.0000,1865.0000,0.0000
Kansas Barbe,Kansas,Barber County,2080.0000,92401.0000,94913.0000,66707.0000,570.0000,182.0000,540.0000,0.0000
Kansas Barto,Kansas,Barton County,11830.0000,615591.0000,626972.0000,428899.0000,4012.0000,1921.0000,3600.0000,0.0000
Kansas Bourb,Kansas,Bourbon County,6180.0000,257935.0000,261372.0000,196316.0000,887.0000,678.0000,1378.0000,0.0000
Kansas Brown,Kansas,Brown County,4350.0000,216297.0000,221321.0000,146268.0000,857.0000,242.0000,819.0000,0.0000
Kansas Butle,Kansas,Butler County,29410.0000,2037681.0000,2064561.0000,1450613.0000,19277.0000,11179.0000,18772.0000,93.0000
Kansas Chase,Kansas,Chase County,1180.0000,59154.0000,60691.0000,38261.0000,129.0000,100.0000,309.0000,0.0000
Kansas Chaut,Kansas,Chautauqua County,1390.0000,67049.0000,68228.0000,44306.0000,312.0000,156.0000,420.0000,0.0000
Kansas Chero,Kansas,Cherokee County,8430.0000,419943.0000,424132.0000,293598.0000,2097.0000,541.0000,1888.0000,0.0000
Kansas Cheye,Kansas,Cheyenne County,1220.0000,52629.0000,54192.0000,33553.0000,188.0000,102.0000,311.0000,0.0000
Kansas Clark,Kansas,Clark County,940.0000,46446.0000,47272.0000,34421.0000,306.0000,99.0000,367.0000,0.0000
Kansas Cloud,Kansas,Cloud County,3990.0000,179183.0000,182797.0000,120070.0000,418.0000,255.0000,671.0000,0.0000
Kansas Coffe,Kansas,Coffey County,3940.0000,239566.0000,242828.0000,176907.0000,1424.0000,544.0000,1458.0000,0.0000
Kansas Coman,Kansas,Comanche County,790.0000,34156.0000,35517.0000,23217.0000,126.0000,53.0000,192.0000,0.0000
Kansas Cowle,Kansas,Cowley County,15000.0000,780272.0000,789907.0000,541496.0000,4151.0000,2264.0000,5374.0000,0.0000
Kansas Crawf,Kansas,Crawford County,15970.0000,895622.0000,905046.0000,573411.0000,8106.0000,2521.0000,5296.0000,98.0000
Kansas Decat,Kansas,Decatur County,1400.0000,56165.0000,57841.0000,37159.0000,113.0000,39.0000,229.0000,0.0000
Kansas Dicki,Kansas,Dickinson County,8810.0000,445151.0000,452337.0000,313221.0000,1881.0000,1174.0000,2599.0000,0.0000
Kansas Donip,Kansas,Doniphan County,3270.0000,170496.0000,173328.0000,123282.0000,659.0000,228.0000,698.0000,0.0000
Kansas Dougl,Kansas,Douglas County,52010.0000,3563841.0000,3614094.0000,2409662.0000,38229.0000,20785.0000,35058.0000,469.0000
Kansas Edwar,Kansas,Edwards County,1390.0000,67876.0000,69864.0000,44916.0000,124.0000,37.0000,192.0000,0.0000
Kansas Ellis,Kansas,Ellis County,13050.0000,758299.0000,772556.0000,516202.0000,5540.0000,2793.0000,5828.0000,0.0000
Kansas Ellsw,Kansas,Ellsworth County,2600.0000,140684.0000,143383.0000,93593.0000,652.0000,250.0000,685.0000,0.0000
Kansas Finne,Kansas,Finney County,17590.0000,922588.0000,937428.0000,706461.0000,5353.0000,3080.0000,6106.0000,60.0000
Kansas Frank,Kansas,Franklin County,11870.0000,631388.0000,638762.0000,475528.0000,2938.0000,1819.0000,3952.0000,114.0000
Kansas Geary,Kansas,Geary County,16860.0000,749724.0000,756133.0000,616860.0000,1751.0000,2110.0000,3945.0000,0.0000
Kansas Graha,Kansas,Graham County,1180.0000,48082.0000,49371.0000,32659.0000,0.0000,49.0000,175.0000,0.0000
Kansas Grant,Kansas,Grant County,3110.0000,170337.0000,173821.0000,126653.0000,985.0000,436.0000,1153.0000,0.0000
Kansas Greel,Kansas,Greeley County,590.0000,30985.0000,32125.0000,19908.0000,105.0000,0.0000,176.0000,0.0000
Kansas Green,Kansas,Greenwood County,2700.0000,118811.0000,121408.0000,81454.0000,348.0000,174.0000,527.0000,0.0000
Kansas Hamil,Kansas,Hamilton County,1010.0000,33112.0000,34757.0000,33582.0000,125.0000,52.0000,226.0000,0.0000
Kansas Harpe,Kansas,Harper County,2520.0000,111967.0000,114003.0000,78172.0000,738.0000,331.0000,855.0000,0.0000
Kansas Harve,Kansas,Harvey County,15780.0000,914074.0000,926783.0000,627540.0000,5624.0000,3294.0000,7194.0000,51.0000
Kansas Haske,Kansas,Haskell County,1750.0000,115299.0000,118574.0000,66142.0000,562.0000,369.0000,859.0000,0.0000
Kansas Hodge,Kansas,Hodgeman County,840.0000,42937.0000,44690.0000,26602.0000,93.0000,44.0000,167.0000,0.0000
Kansas Jacks,Kansas,Jackson County,6170.0000,314823.0000,319061.0000,234041.0000,941.0000,600.0000,1382.0000,0.0000
Kansas Jeffe,Kansas,Jefferson County,8690.0000,513572.0000,519524.0000,380957.0000,2652.0000,1568.0000,3554.0000,112.0000
Kansas Jewel,Kansas,Jewell County,1420.0000,62228.0000,64861.0000,35064.0000,148.0000,55.0000,230.0000,0.0000
